layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Area Chart,Gas,2024,150000,,,,,,
,Area Chart,Oil,1800,5600,,,,,,
,Area Chart,Oil,1850,8000,,,,,,
,Area Chart,Oil,1900,12200,,,,,,
,Area Chart,Oil,1925,19500,,,,,,
,Area Chart,Oil,1950,26000,,,,,,
,Area Chart,Oil,1975,62000,,,,,,
,Area Chart,Oil,2000,88000,,,,,,
,Area Chart,Oil,2005,95000,,,,,,
,Area Chart,Oil,2010,102000,,,,,,
,Area Chart,Oil,2015,106000,,,,,,
,Area Chart,Oil,2020,108000,,,,,,
,Area Chart,Oil,2024,112000,,,,,,
,Area Chart,Coal,1800,5600,,,,,,
,Area Chart,Coal,1850,8000,,,,,,
,Area Chart,Coal,1900,12000,,,,,,
,Area Chart,Coal,1925,18000,,,,,,
,Area Chart,Coal,1950,22000,,,,,,
,Area Chart,Coal,1975,28000,,,,,,
,Area Chart,Coal,2000,42000,,,,,,
,Area Chart,Coal,2005,50000,,,,,,
,Area Chart,Coal,2010,55000,,,,,,
,Area Chart,Coal,2015,56000,,,,,,
,Area Chart,Coal,2020,54000,,,,,,
,Area Chart,Coal,2024,58000,,,,,,
,Area Chart,Traditional biomass,1800,5500,,,,,,
,Area Chart,Traditional biomass,1850,7500,,,,,,
,Area Chart,Traditional biomass,1900,6000,,,,,,
,Area Chart,Traditional biomass,1925,7000,,,,,,
,Area Chart,Traditional biomass,1950,8000,,,,,,
,Area Chart,Traditional biomass,1975,9500,,,,,,
,Area Chart,Traditional biomass,2000,12000,,,,,,
,Area Chart,Traditional biomass,2005,12000,,,,,,
,Area Chart,Traditional biomass,2010,11500,,,,,,
,Area Chart,Traditional biomass,2015,11000,,,,,,
,Area Chart,Traditional biomass,2020,11000,,,,,,
,Area Chart,Traditional biomass,2024,11000,,,,,,
