layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Line Graph,France,2023,93.0,,,,,,
,Line Graph,France,2024,93.0,,,,,,
,Line Graph,France,2025,93.0,,,,,,
,Line Graph,United Kingdom,1985,22.0,,,,,,
,Line Graph,United Kingdom,1986,20.0,,,,,,
,Line Graph,United Kingdom,1987,20.0,,,,,,
,Line Graph,United Kingdom,1988,22.0,,,,,,
,Line Graph,United Kingdom,1989,25.0,,,,,,
,Line Graph,United Kingdom,1990,22.0,,,,,,
,Line Graph,United Kingdom,1991,24.0,,,,,,
,Line Graph,United Kingdom,1992,28.0,,,,,,
,Line Graph,United Kingdom,1993,30.0,,,,,,
,Line Graph,United Kingdom,1994,31.0,,,,,,
,Line Graph,United Kingdom,1995,30.0,,,,,,
,Line Graph,United Kingdom,1996,29.0,,,,,,
,Line Graph,United Kingdom,1997,31.0,,,,,,
,Line Graph,United Kingdom,1998,30.0,,,,,,
,Line Graph,United Kingdom,1999,30.0,,,,,,
,Line Graph,United Kingdom,2000,28.0,,,,,,
,Line Graph,United Kingdom,2001,27.0,,,,,,
,Line Graph,United Kingdom,2002,26.0,,,,,,
,Line Graph,United Kingdom,2003,25.0,,,,,,
,Line Graph,United Kingdom,2004,24.0,,,,,,
,Line Graph,United Kingdom,2005,23.0,,,,,,
,Line Graph,United Kingdom,2006,22.0,,,,,,
,Line Graph,United Kingdom,2007,19.0,,,,,,
,Line Graph,United Kingdom,2008,21.0,,,,,,
,Line Graph,United Kingdom,2009,24.0,,,,,,
,Line Graph,United Kingdom,2010,27.0,,,,,,
,Line Graph,United Kingdom,2011,31.0,,,,,,
,Line Graph,United Kingdom,2012,35.0,,,,,,
,Line Graph,United Kingdom,2013,40.0,,,,,,
,Line Graph,United Kingdom,2014,43.0,,,,,,
,Line Graph,United Kingdom,2015,48.0,,,,,,
,Line Graph,United Kingdom,2016,52.0,,,,,,
,Line Graph,United Kingdom,2017,55.0,,,,,,
,Line Graph,United Kingdom,2018,56.0,,,,,,
,Line Graph,United Kingdom,2019,59.0,,,,,,
,Line Graph,United Kingdom,2020,55.0,,,,,,
,Line Graph,United Kingdom,2021,51.0,,,,,,
,Line Graph,United Kingdom,2022,56.0,,,,,,
,Line Graph,United Kingdom,2023,63.0,,,,,,
,Line Graph,United Kingdom,2024,68.0,,,,,,
,Line Graph,United Kingdom,2025,67.0,,,,,,
,Line Graph,Germany,1985,30.0,,,,,,
,Line Graph,Germany,1986,32.0,,,,,,
,Line Graph,Germany,1987,33.0,,,,,,
,Line Graph,Germany,1988,33.0,,,,,,
,Line Graph,Germany,1989,34.0,,,,,,
,Line Graph,Germany,1990,33.0,,,,,,
,Line Graph,Germany,1991,32.0,,,,,,
,Line Graph,Germany,1992,34.0,,,,,,
,Line Graph,Germany,1993,34.0,,,,,,
,Line Graph,Germany,1994,33.0,,,,,,
,Line Graph,Germany,1995,34.0,,,,,,
,Line Graph,Germany,1996,35.0,,,,,,
,Line Graph,Germany,1997,34.0,,,,,,
,Line Graph,Germany,1998,35.0,,,,,,
,Line Graph,Germany,1999,34.0,,,,,,
,Line Graph,Germany,2000,34.0,,,,,,
,Line Graph,Germany,2001,35.0,,,,,,
,Line Graph,Germany,2002,35.0,,,,,,
,Line Graph,Germany,2003,34.0,,,,,,
,Line Graph,Germany,2004,36.0,,,,,,
,Line Graph,Germany,2005,35.0,,,,,,
,Line Graph,Germany,2006,36.0,,,,,,
,Line Graph,Germany,2007,34.0,,,,,,
,Line Graph,Germany,2008,36.0,,,,,,
,Line Graph,Germany,2009,38.0,,,,,,
,Line Graph,Germany,2010,39.0,,,,,,
,Line Graph,Germany,2011,45.0,,,,,,
,Line Graph,Germany,2012,46.0,,,,,,
,Line Graph,Germany,2013,49.0,,,,,,
,Line Graph,Germany,2014,52.0,,,,,,
,Line Graph,Germany,2015,55.0,,,,,,
,Line Graph,Germany,2016,52.0,,,,,,
,Line Graph,Germany,2017,56.0,,,,,,
,Line Graph,Germany,2018,53.0,,,,,,
,Line Graph,Germany,2019,59.0,,,,,,
,Line Graph,Germany,2020,54.0,,,,,,
,Line Graph,Germany,2021,50.0,,,,,,
,Line Graph,Germany,2022,53.0,,,,,,
,Line Graph,Germany,2023,60.0,,,,,,
,Line Graph,Germany,2024,65.0,,,,,,
,Line Graph,Germany,2025,66.0,,,,,,
,Line Graph,United States,1985,36.0,,,,,,
,Line Graph,United States,1986,36.0,,,,,,
,Line Graph,United States,1987,36.0,,,,,,
,Line Graph,United States,1988,37.0,,,,,,
,Line Graph,United States,1989,36.0,,,,,,
,Line Graph,United States,1990,37.0,,,,,,
,Line Graph,United States,1991,36.0,,,,,,
,Line Graph,United States,1992,35.0,,,,,,
,Line Graph,United States,1993,34.0,,,,,,
,Line Graph,United States,1994,33.0,,,,,,
,Line Graph,United States,1995,34.0,,,,,,
,Line Graph,United States,1996,36.0,,,,,,
,Line Graph,United States,1997,37.0,,,,,,
,Line Graph,United States,1998,36.0,,,,,,
,Line Graph,United States,1999,35.0,,,,,,
,Line Graph,United States,2000,35.0,,,,,,
,Line Graph,United States,2001,34.0,,,,,,
,Line Graph,United States,2002,35.0,,,,,,
,Line Graph,United States,2003,35.0,,,,,,
,Line Graph,United States,2004,35.0,,,,,,
,Line Graph,United States,2005,36.0,,,,,,
,Line Graph,United States,2006,35.0,,,,,,
,Line Graph,United States,2007,34.0,,,,,,
,Line Graph,United States,2008,35.0,,,,,,
,Line Graph,United States,2009,36.0,,,,,,
,Line Graph,United States,2010,37.0,,,,,,
,Line Graph,United States,2011,38.0,,,,,,
,Line Graph,United States,2012,37.0,,,,,,
,Line Graph,United States,2013,38.0,,,,,,
,Line Graph,United States,2014,39.0,,,,,,
,Line Graph,United States,2015,39.0,,,,,,
,Line Graph,United States,2016,40.0,,,,,,
,Line Graph,United States,2017,41.0,,,,,,
,Line Graph,United States,2018,41.0,,,,,,
,Line Graph,United States,2019,42.0,,,,,,
,Line Graph,United States,2020,43.0,,,,,,
,Line Graph,United States,2021,42.0,,,,,,
,Line Graph,United States,2022,43.0,,,,,,
,Line Graph,United States,2023,44.0,,,,,,
,Line Graph,United States,2024,45.0,,,,,,
,Line Graph,United States,2025,46.0,,,,,,
,Line Graph,World,1985,27.0,,,,,,
,Line Graph,World,1986,29.0,,,,,,
,Line Graph,World,1987,30.0,,,,,,
,Line Graph,World,1988,31.0,,,,,,
,Line Graph,World,1989,30.0,,,,,,
,Line Graph,World,1990,30.0,,,,,,
,Line Graph,World,1991,29.0,,,,,,
,Line Graph,World,1992,29.0,,,,,,
,Line Graph,World,1993,29.0,,,,,,
,Line Graph,World,1994,29.0,,,,,,
,Line Graph,World,1995,30.0,,,,,,
,Line Graph,World,1996,31.0,,,,,,
,Line Graph,World,1997,30.0,,,,,,
,Line Graph,World,1998,30.0,,,,,,
,Line Graph,World,1999,31.0,,,,,,
,Line Graph,World,2000,30.0,,,,,,
,Line Graph,World,2001,30.0,,,,,,
,Line Graph,World,2002,30.0,,,,,,
,Line Graph,World,2003,30.0,,,,,,
,Line Graph,World,2004,30.0,,,,,,
,Line Graph,World,2005,30.0,,,,,,
,Line Graph,World,2006,30.0,,,,,,
,Line Graph,World,2007,29.0,,,,,,
,Line Graph,World,2008,30.0,,,,,,
,Line Graph,World,2009,31.0,,,,,,
,Line Graph,World,2010,32.0,,,,,,
,Line Graph,World,2011,32.0,,,,,,
,Line Graph,World,2012,33.0,,,,,,
,Line Graph,World,2013,34.0,,,,,,
,Line Graph,World,2014,35.0,,,,,,
,Line Graph,World,2015,36.0,,,,,,
,Line Graph,World,2016,37.0,,,,,,
,Line Graph,World,2017,38.0,,,,,,
,Line Graph,World,2018,39.0,,,,,,
,Line Graph,World,2019,39.0,,,,,,
,Line Graph,World,2020,40.0,,,,,,
,Line Graph,World,2021,39.0,,,,,,
,Line Graph,World,2022,41.0,,,,,,
,Line Graph,World,2023,42.0,,,,,,
,Line Graph,World,2024,43.0,,,,,,
,Line Graph,World,2025,44.0,,,,,,
,Line Graph,China,1985,25.0,,,,,,
,Line Graph,China,1986,25.0,,,,,,
,Line Graph,China,1987,24.0,,,,,,
,Line Graph,China,1988,22.0,,,,,,
,Line Graph,China,1989,20.0,,,,,,
,Line Graph,China,1990,20.0,,,,,,
,Line Graph,China,1991,18.0,,,,,,
,Line Graph,China,1992,17.0,,,,,,
,Line Graph,China,1993,15.0,,,,,,
,Line Graph,China,1994,17.0,,,,,,
,Line Graph,China,1995,18.0,,,,,,
,Line Graph,China,1996,18.0,,,,,,
,Line Graph,China,1997,19.0,,,,,,
,Line Graph,China,1998,18.0,,,,,,
,Line Graph,China,1999,17.0,,,,,,
,Line Graph,China,2000,18.0,,,,,,
,Line Graph,China,2001,16.0,,,,,,
,Line Graph,China,2002,17.0,,,,,,
,Line Graph,China,2003,15.0,,,,,,
,Line Graph,China,2004,16.0,,,,,,
,Line Graph,China,2005,17.0,,,,,,
,Line Graph,China,2006,17.0,,,,,,
,Line Graph,China,2007,16.0,,,,,,
,Line Graph,China,2008,18.0,,,,,,
,Line Graph,China,2009,19.0,,,,,,
,Line Graph,China,2010,20.0,,,,,,
,Line Graph,China,2011,22.0,,,,,,
,Line Graph,China,2012,24.0,,,,,,
,Line Graph,China,2013,26.0,,,,,,
,Line Graph,China,2014,28.0,,,,,,
,Line Graph,China,2015,30.0,,,,,,
,Line Graph,China,2016,32.0,,,,,,
,Line Graph,China,2017,34.0,,,,,,
,Line Graph,China,2018,36.0,,,,,,
,Line Graph,China,2019,37.0,,,,,,
,Line Graph,China,2020,38.0,,,,,,
,Line Graph,China,2021,37.0,,,,,,
,Line Graph,China,2022,39.0,,,,,,
,Line Graph,China,2023,41.0,,,,,,
,Line Graph,China,2024,43.0,,,,,,
,Line Graph,China,2025,43.0,,,,,,
,Line Graph,India,1985,31.0,,,,,,
,Line Graph,India,1986,28.0,,,,,,
,Line Graph,India,1987,25.0,,,,,,
,Line Graph,India,1988,23.0,,,,,,
,Line Graph,India,1989,25.0,,,,,,
,Line Graph,India,1990,22.0,,,,,,
,Line Graph,India,1991,20.0,,,,,,
,Line Graph,India,1992,19.0,,,,,,
,Line Graph,India,1993,18.0,,,,,,
,Line Graph,India,1994,19.0,,,,,,
,Line Graph,India,1995,22.0,,,,,,
,Line Graph,India,1996,19.0,,,,,,
,Line Graph,India,1997,18.0,,,,,,
,Line Graph,India,1998,20.0,,,,,,
,Line Graph,India,1999,21.0,,,,,,
,Line Graph,India,2000,19.0,,,,,,
,Line Graph,India,2001,18.0,,,,,,
,Line Graph,India,2002,17.0,,,,,,
,Line Graph,India,2003,18.0,,,,,,
,Line Graph,India,2004,17.0,,,,,,
,Line Graph,India,2005,18.0,,,,,,
,Line Graph,India,2006,19.0,,,,,,
,Line Graph,India,2007,19.0,,,,,,
,Line Graph,India,2008,18.0,,,,,,
,Line Graph,India,2009,17.0,,,,,,
,Line Graph,India,2010,18.0,,,,,,
,Line Graph,India,2011,17.0,,,,,,
,Line Graph,India,2012,18.0,,,,,,
,Line Graph,India,2013,17.0,,,,,,
,Line Graph,India,2014,18.0,,,,,,
,Line Graph,India,2015,17.0,,,,,,
,Line Graph,India,2016,18.0,,,,,,
,Line Graph,India,2017,19.0,,,,,,
,Line Graph,India,2018,21.0,,,,,,
,Line Graph,India,2019,22.0,,,,,,
,Line Graph,India,2020,21.0,,,,,,
,Line Graph,India,2021,22.0,,,,,,
,Line Graph,India,2022,23.0,,,,,,
,Line Graph,India,2023,22.0,,,,,,
,Line Graph,India,2024,24.0,,,,,,
,Line Graph,India,2025,28.0,,,,,,
