layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Line Graph,Canada,1860,0.5,,,,,,
,Line Graph,Canada,1880,1.5,,,,,,
,Line Graph,Canada,1900,3,,,,,,
,Line Graph,Canada,1913,7,,,,,,
,Line Graph,Canada,1920,6.5,,,,,,
,Line Graph,Canada,1929,10,,,,,,
,Line Graph,Canada,1932,6,,,,,,
,Line Graph,Canada,1940,8,,,,,,
,Line Graph,Canada,1950,11,,,,,,
,Line Graph,Canada,1960,12,,,,,,
,Line Graph,Canada,1973,18,,,,,,
,Line Graph,Canada,1982,15,,,,,,
,Line Graph,Canada,1990,15.5,,,,,,
,Line Graph,Canada,2000,17,,,,,,
,Line Graph,Canada,2007,17.5,,,,,,
,Line Graph,Canada,2015,15,,,,,,
,Line Graph,Canada,2022,13.5,,,,,,
,Line Graph,European Union (27),1850,0.5,,,,,,
,Line Graph,European Union (27),1880,1.5,,,,,,
,Line Graph,European Union (27),1900,2.8,,,,,,
,Line Graph,European Union (27),1913,3.8,,,,,,
,Line Graph,European Union (27),1920,2.5,,,,,,
,Line Graph,European Union (27),1930,4,,,,,,
,Line Graph,European Union (27),1945,2,,,,,,
,Line Graph,European Union (27),1950,4.5,,,,,,
,Line Graph,European Union (27),1960,6.5,,,,,,
,Line Graph,European Union (27),1970,8.8,,,,,,
,Line Graph,European Union (27),1979,9.8,,,,,,
,Line Graph,European Union (27),1990,8.5,,,,,,
,Line Graph,European Union (27),2000,8,,,,,,
,Line Graph,European Union (27),2008,7.8,,,,,,
,Line Graph,European Union (27),2015,6.5,,,,,,
,Line Graph,European Union (27),2022,5.8,,,,,,
,Line Graph,South Africa,1880,0.1,,,,,,
,Line Graph,South Africa,1900,1,,,,,,
,Line Graph,South Africa,1920,2,,,,,,
,Line Graph,South Africa,1940,3.5,,,,,,
,Line Graph,South Africa,1950,5,,,,,,
,Line Graph,South Africa,1960,5.5,,,,,,
,Line Graph,South Africa,1970,7.5,,,,,,
,Line Graph,South Africa,1982,9.5,,,,,,
,Line Graph,South Africa,1990,8,,,,,,
,Line Graph,South Africa,2000,7.5,,,,,,
,Line Graph,South Africa,2008,9.2,,,,,,
,Line Graph,South Africa,2015,8,,,,,,
,Line Graph,South Africa,2022,6.5,,,,,,
,Line Graph,World,1850,0.1,,,,,,
,Line Graph,World,1880,0.5,,,,,,
,Line Graph,World,1900,1,,,,,,
,Line Graph,World,1913,1.2,,,,,,
,Line Graph,World,1930,1,,,,,,
,Line Graph,World,1950,1.5,,,,,,
,Line Graph,World,1960,2.2,,,,,,
,Line Graph,World,1970,3.5,,,,,,
,Line Graph,World,1979,4.2,,,,,,
,Line Graph,World,1990,4,,,,,,
,Line Graph,World,2000,4,,,,,,
,Line Graph,World,2010,4.8,,,,,,
,Line Graph,World,2019,4.9,,,,,,
,Line Graph,World,2022,4.8,,,,,,
,Line Graph,China,1950,0.1,,,,,,
,Line Graph,China,1960,1.5,,,,,,
,Line Graph,China,1970,1,,,,,,
,Line Graph,China,1980,1.5,,,,,,
,Line Graph,China,1990,2,,,,,,
,Line Graph,China,2000,2.8,,,,,,
,Line Graph,China,2005,4.5,,,,,,
,Line Graph,China,2010,6.5,,,,,,
,Line Graph,China,2015,7.2,,,,,,
,Line Graph,China,2022,8,,,,,,
,Line Graph,India,1880,0.05,,,,,,
,Line Graph,India,1900,0.1,,,,,,
,Line Graph,India,1950,0.2,,,,,,
,Line Graph,India,1970,0.4,,,,,,
,Line Graph,India,1980,0.5,,,,,,
,Line Graph,India,1990,0.8,,,,,,
,Line Graph,India,2000,1,,,,,,
,Line Graph,India,2010,1.5,,,,,,
,Line Graph,India,2018,1.9,,,,,,
,Line Graph,India,2022,2,,,,,,
,Line Graph,Kenya,1950,0.05,,,,,,
,Line Graph,Kenya,1960,0.1,,,,,,
,Line Graph,Kenya,1970,0.25,,,,,,
,Line Graph,Kenya,1980,0.3,,,,,,
,Line Graph,Kenya,1990,0.3,,,,,,
,Line Graph,Kenya,2000,0.25,,,,,,
,Line Graph,Kenya,2010,0.3,,,,,,
,Line Graph,Kenya,2022,0.3,,,,,,
