layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Line Graph,South Asia (WB),2004.5,2.0,,,,,,
,Line Graph,South Asia (WB),2005.5,2.6,,,,,,
,Line Graph,South Asia (WB),2006.5,3.7,,,,,,
,Line Graph,South Asia (WB),2007.5,4.8,,,,,,
,Line Graph,South Asia (WB),2008.5,7.0,,,,,,
,Line Graph,South Asia (WB),2009.5,9.4,,,,,,
,Line Graph,South Asia (WB),2010.5,10.4,,,,,,
,Line Graph,South Asia (WB),2011.5,11.7,,,,,,
,Line Graph,South Asia (WB),2012.5,13.1,,,,,,
,Line Graph,South Asia (WB),2013.5,14.7,,,,,,
,Line Graph,South Asia (WB),2014.5,16.7,,,,,,
,Line Graph,South Asia (WB),2015.5,18.8,,,,,,
,Line Graph,South Asia (WB),2016.5,20.8,,,,,,
,Line Graph,South Asia (WB),2017.5,29.6,,,,,,
,Line Graph,South Asia (WB),2018.5,42.4,,,,,,
,Line Graph,South Asia (WB),2019.5,47.8,,,,,,
,Line Graph,South Asia (WB),2020.5,54.2,,,,,,
,Line Graph,South Asia (WB),2021.5,58.6,,,,,,
,Line Graph,South Asia (WB),2022.5,63.3,,,,,,
,Line Graph,South Asia (WB),2023.5,67.7,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2004.5,8.3,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2005.5,9.6,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2006.5,11.7,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2007.5,14.1,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2008.5,16.1,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2009.5,18.3,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2010.5,20.1,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2011.5,22.3,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2012.5,25.1,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2013.5,28.6,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2014.5,31.7,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2015.5,34.9,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2016.5,39.7,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2017.5,42.3,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2018.5,45.9,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2019.5,50.6,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2020.5,54.3,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2021.5,57.8,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2022.5,59.6,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2023.5,61.5,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2024.5,63.7,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2004.5,2.0,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2005.5,2.6,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2006.5,3.1,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2007.5,3.7,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2008.5,4.3,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2009.5,6.0,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2010.5,7.4,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2011.5,9.3,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2012.5,11.2,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2013.5,13.4,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2014.5,16.2,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2015.5,18.3,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2016.5,20.0,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2017.5,21.9,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2018.5,24.4,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2019.5,26.6,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2020.5,28.9,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2021.5,31.0,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2022.5,32.1,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2023.5,33.6,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2024.5,35.7,,,,,,
