layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Line Graph,South Asia (WB),2013,12,,,,,,
,Line Graph,South Asia (WB),2014,14,,,,,,
,Line Graph,South Asia (WB),2015,16,,,,,,
,Line Graph,South Asia (WB),2016,18,,,,,,
,Line Graph,South Asia (WB),2017,20,,,,,,
,Line Graph,South Asia (WB),2018,22,,,,,,
,Line Graph,South Asia (WB),2019,43,,,,,,
,Line Graph,South Asia (WB),2020,50,,,,,,
,Line Graph,South Asia (WB),2021,55,,,,,,
,Line Graph,South Asia (WB),2022,60,,,,,,
,Line Graph,South Asia (WB),2023,64,,,,,,
,Line Graph,South Asia (WB),2024,67,,,,,,
,Line Graph,South Asia (WB),2025,70,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2004,8,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2005,10,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2006,12,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2007,14,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2008,17,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2009,20,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2010,23,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2011,26,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2012,29,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2013,32,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2014,35,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2015,38,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2016,41,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2017,44,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2018,47,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2019,50,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2020,53,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2021,56,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2022,59,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2023,62,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2024,64,,,,,,
,Line Graph,"MENA, Afghanistan and Pakistan (WB)",2025,66,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2004,2,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2005,3,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2006,4,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2007,5,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2008,6,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2009,7,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2010,8,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2011,10,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2012,12,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2013,14,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2014,16,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2015,18,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2016,20,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2017,22,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2018,24,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2019,26,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2020,28,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2021,30,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2022,32,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2023,34,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2024,36,,,,,,
,Line Graph,Sub-Saharan Africa (WB),2025,38,,,,,,
