layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Line Graph,France,2015,92,,,,,,
,Line Graph,France,2016,89.5,,,,,,
,Line Graph,France,2017,88,,,,,,
,Line Graph,France,2018,91.5,,,,,,
,Line Graph,France,2019,90.5,,,,,,
,Line Graph,France,2020,90.5,,,,,,
,Line Graph,France,2021,91,,,,,,
,Line Graph,France,2022,87,,,,,,
,Line Graph,France,2023,92,,,,,,
,Line Graph,France,2024,94.5,,,,,,
,Line Graph,France,2025,94.5,,,,,,
,Line Graph,France,2026,94.5,,,,,,
,Line Graph,United Kingdom,1985,22,,,,,,
,Line Graph,United Kingdom,1986,21,,,,,,
,Line Graph,United Kingdom,1987,19.5,,,,,,
,Line Graph,United Kingdom,1988,22,,,,,,
,Line Graph,United Kingdom,1989,23,,,,,,
,Line Graph,United Kingdom,1990,23,,,,,,
,Line Graph,United Kingdom,1991,23.5,,,,,,
,Line Graph,United Kingdom,1992,26,,,,,,
,Line Graph,United Kingdom,1993,29,,,,,,
,Line Graph,United Kingdom,1994,29,,,,,,
,Line Graph,United Kingdom,1995,28.5,,,,,,
,Line Graph,United Kingdom,1996,28.5,,,,,,
,Line Graph,United Kingdom,1997,29.5,,,,,,
,Line Graph,United Kingdom,1998,29.5,,,,,,
,Line Graph,United Kingdom,1999,28.5,,,,,,
,Line Graph,United Kingdom,2000,25,,,,,,
,Line Graph,United Kingdom,2001,26,,,,,,
,Line Graph,United Kingdom,2002,25.5,,,,,,
,Line Graph,United Kingdom,2003,25,,,,,,
,Line Graph,United Kingdom,2004,24,,,,,,
,Line Graph,United Kingdom,2005,24.5,,,,,,
,Line Graph,United Kingdom,2006,23.5,,,,,,
,Line Graph,United Kingdom,2007,20.5,,,,,,
,Line Graph,United Kingdom,2008,19,,,,,,
,Line Graph,United Kingdom,2009,25,,,,,,
,Line Graph,United Kingdom,2010,23,,,,,,
,Line Graph,United Kingdom,2011,28,,,,,,
,Line Graph,United Kingdom,2012,30.5,,,,,,
,Line Graph,United Kingdom,2013,34.5,,,,,,
,Line Graph,United Kingdom,2014,38,,,,,,
,Line Graph,United Kingdom,2015,45.5,,,,,,
,Line Graph,United Kingdom,2016,45.5,,,,,,
,Line Graph,United Kingdom,2017,50,,,,,,
,Line Graph,United Kingdom,2018,52.5,,,,,,
,Line Graph,United Kingdom,2019,53.5,,,,,,
,Line Graph,United Kingdom,2020,59,,,,,,
,Line Graph,United Kingdom,2021,54.5,,,,,,
,Line Graph,United Kingdom,2022,56,,,,,,
,Line Graph,United Kingdom,2023,60,,,,,,
,Line Graph,United Kingdom,2024,64.5,,,,,,
,Line Graph,United Kingdom,2025,64,,,,,,
,Line Graph,United Kingdom,2026,64,,,,,,
,Line Graph,Germany,1985,30,,,,,,
,Line Graph,Germany,1986,29,,,,,,
,Line Graph,Germany,1987,30.5,,,,,,
,Line Graph,Germany,1988,32.5,,,,,,
,Line Graph,Germany,1989,32.5,,,,,,
,Line Graph,Germany,1990,31.5,,,,,,
,Line Graph,Germany,1991,30.5,,,,,,
,Line Graph,Germany,1992,32.5,,,,,,
,Line Graph,Germany,1993,33,,,,,,
,Line Graph,Germany,1994,34,,,,,,
,Line Graph,Germany,1995,34.5,,,,,,
,Line Graph,Germany,1996,35.5,,,,,,
,Line Graph,Germany,1997,35,,,,,,
,Line Graph,Germany,1998,34,,,,,,
,Line Graph,Germany,1999,36,,,,,,
,Line Graph,Germany,2000,36,,,,,,
,Line Graph,Germany,2001,36,,,,,,
,Line Graph,Germany,2002,35.5,,,,,,
,Line Graph,Germany,2003,35,,,,,,
,Line Graph,Germany,2004,37,,,,,,
,Line Graph,Germany,2005,37,,,,,,
,Line Graph,Germany,2006,38,,,,,,
,Line Graph,Germany,2007,36.5,,,,,,
,Line Graph,Germany,2008,38.5,,,,,,
,Line Graph,Germany,2009,39.5,,,,,,
,Line Graph,Germany,2010,39.5,,,,,,
,Line Graph,Germany,2011,38.5,,,,,,
,Line Graph,Germany,2012,39.5,,,,,,
,Line Graph,Germany,2013,39.5,,,,,,
,Line Graph,Germany,2014,42,,,,,,
,Line Graph,Germany,2015,44,,,,,,
,Line Graph,Germany,2016,42.5,,,,,,
,Line Graph,Germany,2017,45.5,,,,,,
,Line Graph,Germany,2018,47.5,,,,,,
,Line Graph,Germany,2019,52.5,,,,,,
,Line Graph,Germany,2020,55.5,,,,,,
,Line Graph,Germany,2021,52,,,,,,
,Line Graph,Germany,2022,50.5,,,,,,
,Line Graph,Germany,2023,56,,,,,,
,Line Graph,Germany,2024,58.5,,,,,,
,Line Graph,Germany,2025,59,,,,,,
,Line Graph,Germany,2026,59,,,,,,
,Line Graph,United States,1985,27.5,,,,,,
,Line Graph,United States,1986,29,,,,,,
,Line Graph,United States,1987,28.5,,,,,,
,Line Graph,United States,1988,28,,,,,,
,Line Graph,United States,1989,28.5,,,,,,
,Line Graph,United States,1990,30,,,,,,
,Line Graph,United States,1991,30.5,,,,,,
,Line Graph,United States,1992,29.5,,,,,,
,Line Graph,United States,1993,29.5,,,,,,
,Line Graph,United States,1994,29,,,,,,
,Line Graph,United States,1995,30.5,,,,,,
,Line Graph,United States,1996,31,,,,,,
,Line Graph,United States,1997,29.5,,,,,,
,Line Graph,United States,1998,28.5,,,,,,
,Line Graph,United States,1999,29.5,,,,,,
,Line Graph,United States,2000,29,,,,,,
,Line Graph,United States,2001,28.5,,,,,,
,Line Graph,United States,2002,29,,,,,,
,Line Graph,United States,2003,28.5,,,,,,
,Line Graph,United States,2004,28.5,,,,,,
,Line Graph,United States,2005,29,,,,,,
,Line Graph,United States,2006,28,,,,,,
,Line Graph,United States,2007,29,,,,,,
,Line Graph,United States,2008,28.5,,,,,,
,Line Graph,United States,2009,31,,,,,,
,Line Graph,United States,2010,29.5,,,,,,
,Line Graph,United States,2011,31,,,,,,
,Line Graph,United States,2012,31,,,,,,
,Line Graph,United States,2013,32.5,,,,,,
,Line Graph,United States,2014,33,,,,,,
,Line Graph,United States,2015,33.5,,,,,,
,Line Graph,United States,2016,35,,,,,,
,Line Graph,United States,2017,37,,,,,,
,Line Graph,United States,2018,36.5,,,,,,
,Line Graph,United States,2019,37.5,,,,,,
,Line Graph,United States,2020,40,,,,,,
,Line Graph,United States,2021,39.5,,,,,,
,Line Graph,United States,2022,40.5,,,,,,
,Line Graph,United States,2023,41,,,,,,
,Line Graph,United States,2024,42,,,,,,
,Line Graph,United States,2025,43,,,,,,
,Line Graph,United States,2026,43,,,,,,
,Line Graph,World,1985,36,,,,,,
,Line Graph,World,1986,36.5,,,,,,
,Line Graph,World,1987,36.5,,,,,,
,Line Graph,World,1988,37,,,,,,
,Line Graph,World,1989,35.5,,,,,,
,Line Graph,World,1990,36,,,,,,
,Line Graph,World,1991,36.5,,,,,,
,Line Graph,World,1992,36.5,,,,,,
,Line Graph,World,1993,37,,,,,,
,Line Graph,World,1994,36.5,,,,,,
,Line Graph,World,1995,37,,,,,,
,Line Graph,World,1996,37,,,,,,
,Line Graph,World,1997,36.5,,,,,,
,Line Graph,World,1998,36,,,,,,
,Line Graph,World,1999,35.5,,,,,,
,Line Graph,World,2000,35.5,,,,,,
,Line Graph,World,2001,35.5,,,,,,
,Line Graph,World,2002,34.5,,,,,,
,Line Graph,World,2003,33.5,,,,,,
,Line Graph,World,2004,33.5,,,,,,
,Line Graph,World,2005,33,,,,,,
,Line Graph,World,2006,31.5,,,,,,
,Line Graph,World,2007,32.5,,,,,,
,Line Graph,World,2008,32.5,,,,,,
,Line Graph,World,2009,33,,,,,,
,Line Graph,World,2010,32.5,,,,,,
,Line Graph,World,2011,31.5,,,,,,
,Line Graph,World,2012,32,,,,,,
,Line Graph,World,2013,32.5,,,,,,
,Line Graph,World,2014,33,,,,,,
,Line Graph,World,2015,33.5,,,,,,
,Line Graph,World,2016,34,,,,,,
,Line Graph,World,2017,34.5,,,,,,
,Line Graph,World,2018,35.5,,,,,,
,Line Graph,World,2019,36.5,,,,,,
,Line Graph,World,2020,38,,,,,,
,Line Graph,World,2021,38,,,,,,
,Line Graph,World,2022,39,,,,,,
,Line Graph,World,2023,40,,,,,,
,Line Graph,World,2024,41,,,,,,
,Line Graph,World,2025,42.5,,,,,,
,Line Graph,World,2026,42.5,,,,,,
,Line Graph,China,1985,22.5,,,,,,
,Line Graph,China,1986,21,,,,,,
,Line Graph,China,1987,20,,,,,,
,Line Graph,China,1988,20,,,,,,
,Line Graph,China,1989,20.5,,,,,,
,Line Graph,China,1990,20.5,,,,,,
,Line Graph,China,1991,18.5,,,,,,
,Line Graph,China,1992,17.5,,,,,,
,Line Graph,China,1993,19,,,,,,
,Line Graph,China,1994,20,,,,,,
,Line Graph,China,1995,20.5,,,,,,
,Line Graph,China,1996,19,,,,,,
,Line Graph,China,1997,19,,,,,,
,Line Graph,China,1998,18.5,,,,,,
,Line Graph,China,1999,17.5,,,,,,
,Line Graph,China,2000,18,,,,,,
,Line Graph,China,2001,20,,,,,,
,Line Graph,China,2002,19,,,,,,
,Line Graph,China,2003,17,,,,,,
,Line Graph,China,2004,18.5,,,,,,
,Line Graph,China,2005,18,,,,,,
,Line Graph,China,2006,17.5,,,,,,
,Line Graph,China,2007,17,,,,,,
,Line Graph,China,2008,21,,,,,,
,Line Graph,China,2009,19.5,,,,,,
,Line Graph,China,2010,20.5,,,,,,
,Line Graph,China,2011,18.5,,,,,,
,Line Graph,China,2012,22,,,,,,
,Line Graph,China,2013,22,,,,,,
,Line Graph,China,2014,24.5,,,,,,
,Line Graph,China,2015,27,,,,,,
,Line Graph,China,2016,28.5,,,,,,
,Line Graph,China,2017,29,,,,,,
,Line Graph,China,2018,30,,,,,,
,Line Graph,China,2019,31.5,,,,,,
,Line Graph,China,2020,33,,,,,,
,Line Graph,China,2021,33.5,,,,,,
,Line Graph,China,2022,35,,,,,,
,Line Graph,China,2023,35.5,,,,,,
,Line Graph,China,2024,38.5,,,,,,
,Line Graph,China,2025,42,,,,,,
,Line Graph,China,2026,42,,,,,,
,Line Graph,India,1985,30.5,,,,,,
,Line Graph,India,1986,29,,,,,,
,Line Graph,India,1987,24.5,,,,,,
,Line Graph,India,1988,25.5,,,,,,
,Line Graph,India,1989,25,,,,,,
,Line Graph,India,1990,25.5,,,,,,
,Line Graph,India,1991,25,,,,,,
,Line Graph,India,1992,23,,,,,,
,Line Graph,India,1993,21.5,,,,,,
,Line Graph,India,1994,22,,,,,,
,Line Graph,India,1995,19.5,,,,,,
,Line Graph,India,1996,18,,,,,,
,Line Graph,India,1997,17.5,,,,,,
,Line Graph,India,1998,19.5,,,,,,
,Line Graph,India,1999,17.5,,,,,,
,Line Graph,India,2000,17,,,,,,
,Line Graph,India,2001,16,,,,,,
,Line Graph,India,2002,15,,,,,,
,Line Graph,India,2003,14.5,,,,,,
,Line Graph,India,2004,18.5,,,,,,
,Line Graph,India,2005,18,,,,,,
,Line Graph,India,2006,19.5,,,,,,
,Line Graph,India,2007,20,,,,,,
,Line Graph,India,2008,19,,,,,,
,Line Graph,India,2009,17,,,,,,
,Line Graph,India,2010,17.5,,,,,,
,Line Graph,India,2011,19.5,,,,,,
,Line Graph,India,2012,18,,,,,,
,Line Graph,India,2013,19,,,,,,
,Line Graph,India,2014,18.5,,,,,,
,Line Graph,India,2015,17.5,,,,,,
,Line Graph,India,2016,17,,,,,,
,Line Graph,India,2017,18,,,,,,
,Line Graph,India,2018,19,,,,,,
,Line Graph,India,2019,20.5,,,,,,
,Line Graph,India,2020,22,,,,,,
,Line Graph,India,2021,21.5,,,,,,
,Line Graph,India,2022,23,,,,,,
,Line Graph,India,2023,22,,,,,,
,Line Graph,India,2024,22.5,,,,,,
,Line Graph,India,2025,27,,,,,,
,Line Graph,India,2026,27,,,,,,
