layer_idx,layer_type,series,x,y,marker_type,color,error_x_plus,error_x_minus,error_y_plus,error_y_minus
1,Spline Chart,p curve for 24°C,1.99,0.942099,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,2.791,0.946008,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,5.365,0.953336,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,7.481,0.957049,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,12.801,0.962618,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,17.675,0.966229,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,22.315,0.968877,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,27.069,0.971083,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,29.423,0.971875,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,41.828,0.975767,none,#0000FF,,,,
1,Spline Chart,p curve for 24°C,47.144,0.977176,none,#0000FF,,,,
1,Spline Chart,p curve for 30°C,2.966,0.930036,none,#008000,,,,
1,Spline Chart,p curve for 30°C,3.421,0.932854,none,#008000,,,,
1,Spline Chart,p curve for 30°C,3.876,0.935526,none,#008000,,,,
1,Spline Chart,p curve for 30°C,4.473,0.938537,none,#008000,,,,
1,Spline Chart,p curve for 30°C,5.468,0.942084,none,#008000,,,,
1,Spline Chart,p curve for 30°C,6.662,0.945241,none,#008000,,,,
1,Spline Chart,p curve for 30°C,7.93,0.94836,none,#008000,,,,
1,Spline Chart,p curve for 30°C,11.17,0.954247,none,#008000,,,,
1,Spline Chart,p curve for 30°C,12.961,0.956919,none,#008000,,,,
1,Spline Chart,p curve for 30°C,16.515,0.961,none,#008000,,,,
1,Spline Chart,p curve for 30°C,18.607,0.963011,none,#008000,,,,
1,Spline Chart,p curve for 30°C,22.002,0.965955,none,#008000,,,,
1,Spline Chart,p curve for 30°C,23.395,0.966975,none,#008000,,,,
1,Spline Chart,p curve for 30°C,25.413,0.968432,none,#008000,,,,
1,Spline Chart,p curve for 30°C,27.397,0.969695,none,#008000,,,,
1,Spline Chart,p curve for 30°C,28.734,0.97057,none,#008000,,,,
1,Spline Chart,p curve for 30°C,31.321,0.971969,none,#008000,,,,
1,Spline Chart,p curve for 30°C,32.327,0.972551,none,#008000,,,,
1,Spline Chart,p curve for 30°C,37.473,0.975165,none,#008000,,,,
1,Spline Chart,p curve for 30°C,38.667,0.975699,none,#008000,,,,
1,Spline Chart,p curve for 30°C,41.452,0.976817,none,#008000,,,,
1,Spline Chart,p curve for 30°C,43.567,0.977691,none,#008000,,,,
1,Spline Chart,p curve for 30°C,46.865,0.979003,none,#008000,,,,
1,Spline Chart,p curve for 30°C,48.201,0.97944,none,#008000,,,,
1,Spline Chart,p curve for 27°C,2.05,0.96371,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,3.443,0.965605,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,6.315,0.967985,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,8.219,0.968908,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,12.171,0.970336,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,13.735,0.970871,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,16.765,0.971502,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,18.784,0.971891,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,22.565,0.97262,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,24.23,0.972969,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,27.562,0.973261,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,28.671,0.973504,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,30.894,0.973815,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,32.85,0.974057,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,41.782,0.974825,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,43.483,0.975067,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,47.218,0.975311,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,48.696,0.975456,none,#FF0000,,,,
1,Spline Chart,p curve for 27°C,21.786,0.972386,none,#FF0000,,,,
