layer_idx,layer_type,series,x,y,error_x_plus,error_x_minus,error_y_plus,error_y_minus,y_lo,y_hi
,Line Graph,South Africa,1920,3.0,,,,,,
,Line Graph,South Africa,1930,3.5,,,,,,
,Line Graph,South Africa,1940,4.0,,,,,,
,Line Graph,South Africa,1950,5.0,,,,,,
,Line Graph,South Africa,1960,6.0,,,,,,
,Line Graph,South Africa,1970,7.0,,,,,,
,Line Graph,South Africa,1980,9.0,,,,,,
,Line Graph,South Africa,1990,8.0,,,,,,
,Line Graph,South Africa,2000,8.5,,,,,,
,Line Graph,South Africa,2010,9.0,,,,,,
,Line Graph,South Africa,2020,7.0,,,,,,
,Line Graph,South Africa,2024,6.8,,,,,,
,Line Graph,European Union (27),1850,0.5,,,,,,
,Line Graph,European Union (27),1880,1.5,,,,,,
,Line Graph,European Union (27),1900,2.5,,,,,,
,Line Graph,European Union (27),1910,3.5,,,,,,
,Line Graph,European Union (27),1920,3.0,,,,,,
,Line Graph,European Union (27),1930,4.0,,,,,,
,Line Graph,European Union (27),1940,4.0,,,,,,
,Line Graph,European Union (27),1950,4.5,,,,,,
,Line Graph,European Union (27),1960,6.0,,,,,,
,Line Graph,European Union (27),1970,8.0,,,,,,
,Line Graph,European Union (27),1980,10.0,,,,,,
,Line Graph,European Union (27),1990,8.5,,,,,,
,Line Graph,European Union (27),2000,8.0,,,,,,
,Line Graph,European Union (27),2010,7.5,,,,,,
,Line Graph,European Union (27),2020,6.0,,,,,,
,Line Graph,European Union (27),2024,5.5,,,,,,
,Line Graph,World,1850,0.1,,,,,,
,Line Graph,World,1900,1.0,,,,,,
,Line Graph,World,1950,2.0,,,,,,
,Line Graph,World,1960,3.0,,,,,,
,Line Graph,World,1970,4.0,,,,,,
,Line Graph,World,1980,4.5,,,,,,
,Line Graph,World,1990,4.0,,,,,,
,Line Graph,World,2000,4.0,,,,,,
,Line Graph,World,2010,4.5,,,,,,
,Line Graph,World,2020,4.5,,,,,,
,Line Graph,World,2024,4.6,,,,,,
,Line Graph,United Kingdom,1750,1.0,,,,,,
,Line Graph,United Kingdom,1800,2.0,,,,,,
,Line Graph,United Kingdom,1850,4.0,,,,,,
,Line Graph,United Kingdom,1900,10.0,,,,,,
,Line Graph,United Kingdom,1950,10.0,,,,,,
,Line Graph,United Kingdom,1960,11.0,,,,,,
,Line Graph,United Kingdom,1970,11.5,,,,,,
,Line Graph,United Kingdom,1980,10.0,,,,,,
,Line Graph,United Kingdom,1990,10.5,,,,,,
,Line Graph,United Kingdom,2000,9.5,,,,,,
,Line Graph,United Kingdom,2010,8.0,,,,,,
,Line Graph,United Kingdom,2020,5.0,,,,,,
,Line Graph,United Kingdom,2024,4.5,,,,,,
,Line Graph,India,1900,0.0,,,,,,
,Line Graph,India,1950,0.1,,,,,,
,Line Graph,India,1960,0.2,,,,,,
,Line Graph,India,1970,0.3,,,,,,
,Line Graph,India,1980,0.4,,,,,,
,Line Graph,India,1990,0.6,,,,,,
,Line Graph,India,2000,0.9,,,,,,
,Line Graph,India,2010,1.3,,,,,,
,Line Graph,India,2020,1.8,,,,,,
,Line Graph,India,2024,2.0,,,,,,
,Line Graph,Kenya,1950,0.0,,,,,,
,Line Graph,Kenya,1960,0.1,,,,,,
,Line Graph,Kenya,1970,0.2,,,,,,
,Line Graph,Kenya,1980,0.2,,,,,,
,Line Graph,Kenya,1990,0.2,,,,,,
,Line Graph,Kenya,2000,0.2,,,,,,
,Line Graph,Kenya,2010,0.3,,,,,,
,Line Graph,Kenya,2020,0.3,,,,,,
,Line Graph,Kenya,2024,0.4,,,,,,
