series,x,y
p_curve_24C,49.640189,0.9778545
p_curve_27C,0.9532220000000002,0.961316
p_curve_27C,1.4055980000000003,0.9623345
p_curve_27C,1.8579739999999996,0.9634984999999999
p_curve_27C,2.3103499999999997,0.9642259999999999
p_curve_27C,2.762726,0.964808
p_curve_27C,3.215102,0.96539
p_curve_27C,3.667478,0.9659719999999999
p_curve_27C,4.119854,0.9665055
p_curve_27C,4.57223,0.966845
p_curve_27C,5.024606,0.9671845
p_curve_27C,5.476982,0.9675239999999999
p_curve_27C,5.929358000000001,0.9678635
p_curve_27C,6.381734,0.9681544999999999
p_curve_27C,6.834110000000001,0.9683485
p_curve_27C,7.286486,0.9686395
p_curve_27C,7.738861999999999,0.9688335
p_curve_27C,8.191238,0.9690274999999999
p_curve_27C,8.643614,0.9692215
p_curve_27C,9.09599,0.9694155
p_curve_27C,9.548366,0.9696095
p_curve_27C,10.000742,0.9698034999999999
p_curve_27C,10.453118,0.9699975
p_curve_27C,10.905494,0.9700945
p_curve_27C,11.35787,0.9702885
p_curve_27C,11.810246,0.9703855
p_curve_27C,12.262622,0.9705794999999999
p_curve_27C,12.714998,0.9706764999999999
p_curve_27C,13.167373999999999,0.9707735
p_curve_27C,13.61975,0.9709675
p_curve_27C,14.072126,0.9710645
p_curve_27C,14.524501999999998,0.9711615
p_curve_27C,14.976878,0.9713069999999999
p_curve_27C,15.485800999999999,0.9714524999999999
p_curve_27C,15.938177,0.9715495
p_curve_27C,16.390553,0.9714524999999999
p_curve_27C,16.842929,0.9717435
p_curve_27C,17.295305,0.972277
p_curve_27C,17.747681,0.9719375
p_curve_27C,18.200057,0.971986
p_curve_27C,18.70898,0.9721314999999999
p_curve_27C,19.217903,0.972762
p_curve_27C,19.670279,0.9723255
p_curve_27C,20.235749,0.972762
p_curve_27C,20.744672,0.9725195
p_curve_27C,21.197048,0.972568
p_curve_27C,21.649424,0.972665
p_curve_27C,22.1018,0.972762
p_curve_27C,22.554176000000002,0.9727135
p_curve_27C,23.006552,0.9729559999999999
p_curve_27C,23.515475,0.9731015
p_curve_27C,23.967851,0.973053
p_curve_27C,24.816056,0.9731985
p_curve_27C,25.720808,0.9732955
p_curve_27C,26.173184,0.9735865
p_curve_27C,26.62556,0.9733925
p_curve_27C,27.077936,0.973538
p_curve_27C,27.530312,0.973538
p_curve_27C,27.982688,0.9735865
p_curve_27C,28.435064,0.9738775
p_curve_27C,29.170175,0.9720344999999999
p_curve_27C,30.357661999999998,0.973926
p_curve_27C,30.810038,0.9739745
p_curve_27C,31.432055,0.9723255
p_curve_27C,32.054072,0.9731985
p_curve_27C,32.506448,0.974217
p_curve_27C,32.958824,0.9741685
p_curve_27C,33.4112,0.974314
p_curve_27C,34.202858,0.9737804999999999
p_curve_27C,35.446892,0.974217
p_curve_27C,36.464738,0.973829
p_curve_27C,38.274242,0.9739745
p_curve_27C,39.0659,0.9752354999999999
p_curve_27C,39.63137,0.9749445
p_curve_27C,40.253387,0.9749445
p_curve_27C,40.988498,0.9750415
p_curve_27C,41.667062,0.97509
p_curve_27C,42.402173,0.9751385
p_curve_27C,42.911096,0.9752354999999999
p_curve_27C,43.420019,0.9752354999999999
p_curve_27C,43.928942,0.9752354999999999
p_curve_27C,44.437865,0.9753324999999999
p_curve_27C,44.946788,0.9753324999999999
p_curve_27C,45.455711,0.9754295
p_curve_27C,45.964634,0.9754295
p_curve_27C,46.473557,0.9755265
p_curve_27C,46.98248,0.9755265
p_curve_27C,47.491403,0.975575
p_curve_27C,48.000326,0.9756235
p_curve_27C,48.509249,0.9756235
p_curve_27C,49.074719,0.9777089999999999
p_curve_27C,49.527095,0.9757205
p_curve_27C,49.640189,0.9757205
p_curve_30C,2.932367,0.9305669999999999
p_curve_30C,3.3847430000000003,0.9330404999999999
p_curve_30C,3.8371190000000004,0.9355625
p_curve_30C,4.289495,0.937842
p_curve_30C,4.741871,0.939394
p_curve_30C,5.194247000000001,0.9409945
p_curve_30C,5.646623,0.9425465
p_curve_30C,6.098998999999999,0.94405
p_curve_30C,6.664469,0.9455049999999999
p_curve_30C,7.286486,0.9469115
p_curve_30C,7.908503,0.9483665
p_curve_30C,8.53052,0.9496275
p_curve_30C,9.209084,0.9509369999999999
p_curve_30C,9.887648,0.9522465
p_curve_30C,10.509665,0.9533619999999999
p_curve_30C,11.301323,0.9545745
p_curve_30C,12.036434,0.9556899999999999
p_curve_30C,12.828092000000002,0.956757
p_curve_30C,13.789390999999998,0.9580664999999999
p_curve_30C,14.581049,0.959085
p_curve_30C,15.429254,0.960055
p_curve_30C,16.164365,0.960831
p_curve_30C,17.069117,0.9617525
p_curve_30C,17.973869,0.9626254999999999
p_curve_30C,18.878621,0.9634984999999999
p_curve_30C,19.670279,0.9644685
p_curve_30C,20.179202,0.9646625
p_curve_30C,21.592877,0.9658264999999999
p_curve_30C,22.497629,0.9665539999999999
p_curve_30C,25.098791,0.970337
p_curve_30C,25.946996,0.9706764999999999
p_curve_30C,26.512466,0.969367
p_curve_30C,27.077936,0.9697549999999999
p_curve_30C,27.869594,0.969658
p_curve_30C,28.491611,0.9705794999999999
p_curve_30C,31.262414,0.974314
p_curve_30C,32.054072,0.972665
p_curve_30C,33.015371,0.973926
p_curve_30C,36.068909,0.973926
p_curve_30C,36.80402,0.9745564999999999
p_curve_30C,38.670071,0.9759629999999999
p_curve_30C,39.235541,0.9761569999999999
p_curve_30C,40.027199,0.9754295
p_curve_30C,40.649216,0.9756235
p_curve_30C,41.32778,0.9750415
p_curve_30C,42.062891,0.9760114999999999
p_curve_30C,42.289079,0.9751385
